,x,v,a,u,t
181,757.08984,106999.99,20999998.0,-6.1049504,0.18102209742400197
182,883.08984,125999.99,18999998.0,-6.1049504,0.18202221950921746
183,1022.08984,139000.0,12999999.0,-6.1049504,0.18302234159443292
184,1161.0898,139000.0,0.0,-6.1049504,0.18402246367964842
185,1296.0898,135000.0,-3999999.5,-6.1049504,0.18502258576486388
186,1371.0898,75000.0,-59999990.0,-6.1049504,0.18602270785007938
187,1399.0898,27999.998,-46999996.0,-6.1049504,0.18702282993529484
188,1386.0898,-12999.999,-40999996.0,-6.1049504,0.18802295202051034
189,1395.0898,9000.0,21999998.0,-6.1049504,0.1890230741057258
190,1440.0898,44999.996,35999996.0,-6.1049504,0.1900231961909413
191,1520.0898,80000.0,34999996.0,-6.1049504,0.19102331827615676
192,1622.0898,101999.99,21999998.0,-6.102671,0.19202344036137226
193,1735.0898,112999.99,10999999.0,-6.102671,0.19302356244658775
194,1813.0898,78000.0,-34999996.0,-6.102671,0.19402368453180321
195,1839.0898,25999.998,-51999996.0,-6.102671,0.1950238066170187
196,1824.0898,-14999.999,-40999996.0,-6.102671,0.19602392870223417
197,1777.0898,-46999.996,-31999996.0,-6.102671,0.19702405078744967
198,1751.0898,-25999.998,20999998.0,-6.102671,0.19802417287266513
199,1742.0898,-9000.0,16999998.0,-6.102671,0.19902429495788063
200,1765.0898,22999.998,31999996.0,-6.102671,0.2000244170430961
201,1809.0898,43999.996,20999998.0,-6.102671,0.20102453912831159
202,1846.0898,37000.0,-6999999.0,-6.102671,0.20202466121352705
203,1851.0898,5000.0,-31999996.0,-6.102671,0.20302478329874254
204,1781.0898,-70000.0,-74999990.0,-6.102671,0.204024905383958
205,1668.0898,-112999.99,-42999996.0,-6.102671,0.2050250274691735
206,1572.0898,-95999.99,16999998.0,-6.102671,0.20602514955438897
207,1471.0898,-100999.99,-4999999.5,-6.102671,0.20702527163960446
208,1414.0898,-56999.996,43999996.0,-6.102671,0.20802539372481993
209,1373.0898,-41000.0,15999998.0,-6.102671,0.20902551581003542
210,1365.0898,-7999.9995,32999996.0,-6.102671,0.21002563789525092
211,1326.0898,-39000.0,-30999996.0,-6.102671,0.21102575998046638
212,1259.0898,-67000.0,-27999996.0,-6.102671,0.21202588206568188
213,1125.0898,-134000.0,-66999990.0,-6.102671,0.21302600415089734
214,976.08984,-149000.0,-14999998.0,-6.102671,0.21402612623611283
215,835.08984,-141000.0,7999999.0,-6.102671,0.2150262483213283
216,701.08984,-134000.0,6999999.0,-6.102671,0.2160263704065438
217,625.08984,-76000.0,57999990.0,-6.102671,0.21702649249175926
218,584.08984,-41000.0,34999996.0,-6.102671,0.21802661457697475
219,522.08984,-61999.996,-20999998.0,-6.102671,0.21902673666219022
220,466.08984,-55999.996,5999999.5,-6.102671,0.2200268587474057
221,386.08984,-80000.0,-23999998.0,-6.102671,0.22102698083262118
222,241.08984,-145000.0,-64999990.0,-6.102671,0.22202710291783667
223,117.08984,-123999.99,20999998.0,-6.102671,0.22302722500305214
224,-5.9101562,-122999.99,999999.9,-6.102671,0.22402734708826763
225,-89.91016,-83999.99,38999996.0,-6.102671,0.22502746917348312
226,-162.91016,-73000.0,10999999.0,-6.102671,0.2260275912586986
227,-173.91016,-10999.999,61999990.0,-6.102671,0.22702771334391408
228,-216.91016,-42999.996,-31999996.0,-6.102671,0.22802783542912955
229,-292.91016,-76000.0,-32999996.0,-6.102671,0.22902795751434504
230,-394.91016,-101999.99,-25999998.0,-6.102671,0.2300280795995605
231,-520.91016,-125999.99,-23999998.0,-6.102671,0.231028201684776
232,-651.91016,-130999.99,-4999999.5,-6.102671,0.23202832376999147
233,-768.91016,-116999.99,13999998.0,-6.102671,0.23302844585520696
234,-836.91016,-68000.0,48999996.0,-6.102671,0.23402856794042243
235,-858.91016,-21999.998,45999996.0,-6.102671,0.23502869002563792
236,-875.91016,-17000.0,4999999.5,-6.102671,0.2360288121108534
237,-904.91016,-28999.998,-11999999.0,-6.102671,0.23702893419606888
238,-946.91016,-41999.996,-12999999.0,-6.102671,0.23802905628128435
239,-1032.9102,-85999.99,-43999996.0,-6.102671,0.23902917836649984
240,-1137.9102,-104999.99,-18999998.0,-6.102671,0.24002930045171533
241,-1220.9102,-82999.99,21999998.0,-6.102671,0.2410294225369308
242,-1280.9102,-59999.996,22999998.0,-6.102671,0.2420295446221463
243,-1302.9102,-21999.998,37999996.0,-6.102671,0.24302966670736176
244,-1284.9102,18000.0,39999996.0,-6.102671,0.24402978879257725
245,-1240.9102,43999.996,25999998.0,-6.102671,0.24502991087779272
246,-1205.9102,35000.0,-8999999.0,-6.102671,0.2460300329630082
247,-1211.9102,-5999.9995,-40999996.0,-6.102671,0.24703015504822368
248,-1245.9102,-34000.0,-27999996.0,-6.102671,0.24803027713343917
249,-1280.9102,-35000.0,-999999.9,-6.102671,0.24903039921865464
250,-1304.9102,-23999.998,10999999.0,-6.102671,0.2500305213038701
251,-1286.9102,18000.0,41999996.0,-6.102671,0.2510306433890856
252,-1223.9102,62999.996,44999996.0,-6.102671,0.2520307654743011
253,-1139.9102,83999.99,20999998.0,-6.102671,0.2530308875595166
254,-1046.9102,92999.99,8999999.0,-6.102671,0.254031009644732
255,-958.91016,87999.99,-4999999.5,-6.102671,0.2550311317299475
256,-921.91016,37000.0,-50999996.0,-6.101395,0.256031253815163
257,-900.91016,20999.998,-15999998.0,-6.101395,0.2570313759003785
258,-878.91016,21999.998,999999.9,-6.101395,0.258031497985594
259,-846.91016,31999.998,9999999.0,-6.101395,0.25903162007080943
260,-760.91016,85999.99,53999990.0,-6.101395,0.2600317421560249
261,-663.91016,96999.99,10999999.0,-6.101395,0.2610318642412404
262,-538.91016,124999.99,27999996.0,-6.101395,0.2620319863264559
263,-413.91016,124999.99,0.0,-6.101395,0.26303210841167135
264,-322.91016,90999.99,-33999996.0,-6.101395,0.26403223049688684
265,-237.91016,84999.99,-5999999.5,-6.101395,0.26503235258210234
266,-207.91016,29999.998,-54999990.0,-6.101395,0.26603247466731783
267,-176.91016,30999.998,999999.9,-6.101395,0.26703259675253327
268,-124.91016,51999.996,20999998.0,-6.101395,0.26803271883774876
269,-30.910156,93999.99,41999996.0,-6.101395,0.26903284092296426
270,91.08984,121999.99,27999996.0,-6.101395,0.27003296300817975
271,203.08984,111999.99,-9999999.0,-6.101395,0.2710330850933952
272,319.08984,115999.99,3999999.5,-6.101395,0.2720332071786107
